Report Refresh Date,Site Id,Site URL,Owner Display Name,Is Deleted,Last Activity Date,Site Sensitivity Label Id,External Sharing,Unmanaged Device Policy,Geo Location,File Count,Active File Count,Page View Count,Visited Page Count,Anonymous Link Count,Company Link Count,Secure Link For Guest Count,Secure Link For Member Count,Storage Used (Byte),Storage Allocated (Byte),Root Web Template,Owner Principal Name,Report Period
2026-08-10,1d4da73b-1cff-45f5-9f0a-c805ce2bac8c,,prj_Team Site-731087 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1412899,27487790694400,Group,prj_teamsite-731087@7rkd12.onmicrosoft.com,30
2026-08-10,1e396a6b-944c-46d8-a66a-659143d564f7,,prj_Team Site-731001 Owners,False,2026-08-09,,True,None,APC,1,2,2,2,0,0,0,0,1578192,27487790694400,Group,prj_teamsite-731001@7rkd12.onmicrosoft.com,30
2026-08-10,1e49e41f-f960-45d8-ad9a-bd39442ec9cb,,prj_Ada Team Site-190 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425556,27487790694400,Group,prj_adateamsite-190@7rkd12.onmicrosoft.com,30
2026-08-10,1f407e70-b22f-4eb5-8934-9209a5f50ea6,,prj_Ada Team Site-239 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1424874,27487790694400,Group,prj_adateamsite-239@7rkd12.onmicrosoft.com,30
2026-08-10,203a993f-5d30-424f-b10c-916250b95e8f,,prj_Ada Group Site-006 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1424984,27487790694400,Group,prj_adagroupsite-006@7rkd12.onmicrosoft.com,30
2026-08-10,21309286-192f-4d54-bc43-1185ab2d2ae1,,prj_Ada Team Site-177 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1424996,27487790694400,Group,prj_adateamsite-177@7rkd12.onmicrosoft.com,30
2026-08-10,23fd00a0-16bc-4c12-bfe8-8e5908a98aa5,,prj_Ada Group-002 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1424830,27487790694400,Group,prj_adagroup-002@7rkd12.onmicrosoft.com,30
2026-08-10,260fa760-59d5-4b78-9b84-09bbcbf52c7b,,prj_Ada Group Site-014 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425220,27487790694400,Group,prj_adagroupsite-014@7rkd12.onmicrosoft.com,30
2026-08-10,266cceaa-94e9-4460-a4f3-bd1fdbaf4198,,prj_Group Site-731094 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425719,27487790694400,Group,prj_groupsite-731094@7rkd12.onmicrosoft.com,30
2026-08-10,2690830e-dcbb-410d-98a0-29c9472faf8a,,prj_Ada Team Site-058 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1424990,27487790694400,Group,prj_adateamsite-058@7rkd12.onmicrosoft.com,30
2026-08-10,2838ab8c-f260-46f4-bdc0-be1a4b8132d9,,prj_Ada Team Site-214 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425065,27487790694400,Group,prj_adateamsite-214@7rkd12.onmicrosoft.com,30
2026-08-10,2a04d1e3-5e13-40d1-8b06-f5b87faed851,,prj_Ada Group Site-172 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425582,27487790694400,Group,prj_adagroupsite-172@7rkd12.onmicrosoft.com,30
2026-08-10,2ad8fc60-4606-478f-a733-31e19e472145,,prj_Ada Team Site-091 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1424866,27487790694400,Group,prj_adateamsite-091@7rkd12.onmicrosoft.com,30
2026-08-10,2bdcab07-3ad1-44b6-9378-83eb4d59f628,,prj_Ada Team Site-213 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425493,27487790694400,Group,prj_adateamsite-213@7rkd12.onmicrosoft.com,30
2026-08-10,2cf6f359-180c-45af-b9ee-ae26f3baa4ee,,prj_Group Site-731035 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425176,27487790694400,Group,prj_groupsite-731035@7rkd12.onmicrosoft.com,30
2026-08-10,2e40fb64-1af0-4ec2-bc10-e5e3aba720c1,,prj_Ada Team Site-052 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425571,27487790694400,Group,prj_adateamsite-052@7rkd12.onmicrosoft.com,30
2026-08-10,2f8bd30b-5002-48ce-bd1e-f7f163e9bd7a,,Sample Team Site Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1525708,27487790694400,Group,SampleTeamSite@7rkd12.onmicrosoft.com,30
2026-08-10,2ffff189-8b1f-4c2b-8924-407a54a5494c,,prj_Ada Team Site-108 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425563,27487790694400,Group,prj_adateamsite-108@7rkd12.onmicrosoft.com,30
2026-08-10,30c23964-09ce-40fa-8e6a-7193adaacf2c,,prj_Ada Group Site-012 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425549,27487790694400,Group,prj_adagroupsite-012@7rkd12.onmicrosoft.com,30
2026-08-10,3132bffd-67f8-4181-bd90-74881a84ae4f,,displayname2 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425315,27487790694400,Group,alias2@7rkd12.onmicrosoft.com,30
2026-08-10,33ccaf60-0066-4ba7-80bf-460f463e1a4c,,prj_teams-test Owners,False,2026-07-08,,False,None,APC,1,0,0,0,0,0,0,0,1847603,27487790694400,Group,prj_teams-test@7rkd12.onmicrosoft.com,30
2026-08-10,37073c5b-6dec-4191-a665-9453d78a1486,,prj_Group Site-731078 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425029,27487790694400,Group,prj_groupsite-731078@7rkd12.onmicrosoft.com,30
2026-08-10,37299395-cc99-4639-986f-54c9a82f06a5,,prj_Ada Group Site-174 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425666,27487790694400,Group,prj_adagroupsite-174@7rkd12.onmicrosoft.com,30
2026-08-10,37bd770e-56d8-4d26-b973-18eb54d755df,,prj_Ada Team Site-083 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1424968,27487790694400,Group,prj_adateamsite-083@7rkd12.onmicrosoft.com,30
2026-08-10,3aa7d0a0-a930-4ef5-8978-d37e0ca4b12a,,prj_Team Site-731065 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1413388,27487790694400,Group,prj_teamsite-731065@7rkd12.onmicrosoft.com,30
2026-08-10,3ac68481-d3cb-40fe-b38d-82cd2fe7a233,,prj_Ada Team Site-098 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425614,27487790694400,Group,prj_adateamsite-098@7rkd12.onmicrosoft.com,30
2026-08-10,3b9c932f-f295-4b6d-8164-8c605c9cffca,,prj_Ada Team Site-146 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425333,27487790694400,Group,prj_adateamsite-146@7rkd12.onmicrosoft.com,30
2026-08-10,3cd9c55c-ecb6-44ec-9d1e-790523063caf,,CSD Template Owners,False,2025-12-18,,True,None,APC,4,0,0,0,0,0,0,0,2003594,2147483648000,Group,CSDTemplate@7rkd12.onmicrosoft.com,30
2026-08-10,3dea30b5-0d19-46a8-bab5-cfdf9b2be85b,,prj_Ada Team Site-204 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1424949,27487790694400,Group,prj_adateamsite-204@7rkd12.onmicrosoft.com,30
2026-08-10,3e008876-3b82-420f-aab4-80db012776e3,,prj_Group Site-731077 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425660,27487790694400,Group,prj_groupsite-731077@7rkd12.onmicrosoft.com,30
2026-08-10,3e1a75b8-2558-4d46-9053-2c810727a1c3,,prj_Ada Team Site-113 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425500,27487790694400,Group,prj_adateamsite-113@7rkd12.onmicrosoft.com,30
2026-08-10,3ee5180d-f6cc-427b-b1bd-b02aad3db1d0,,prj_Group Site-731090 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425636,27487790694400,Group,prj_groupsite-731090@7rkd12.onmicrosoft.com,30
2026-08-10,3fea63dc-03ea-4b8e-88d5-ce0c608044e0,,prj_Group Site-731010 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425542,27487790694400,Group,prj_groupsite-731010@7rkd12.onmicrosoft.com,30
2026-08-10,4116b695-ccfc-49f0-a470-019e77513684,,prj_Ada Team Site-202 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1424907,27487790694400,Group,prj_adateamsite-202@7rkd12.onmicrosoft.com,30
2026-08-10,411b2d0c-65ac-4c77-be33-1782463a62ec,,prj_Ada Team Site-118 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425607,27487790694400,Group,prj_adateamsite-118@7rkd12.onmicrosoft.com,30
2026-08-10,411da6fc-1535-461f-9660-7689667d7285,,BonnieTeam2 Owners,False,2026-04-24,,True,None,APC,8,0,0,0,0,0,0,0,1838779,1099511627776,Group,BonnieTeam2@7rkd12.onmicrosoft.com,30
2026-08-10,425d3dc6-7404-484a-9cfa-486f111f9ec3,,prj_Ada Team Site-250 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1424949,27487790694400,Group,prj_adateamsite-250@7rkd12.onmicrosoft.com,30
2026-08-10,427229a6-2e99-4fb5-8ad6-c4eff989ec47,,prj_Team Site-731005 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1413556,27487790694400,Group,prj_teamsite-731005@7rkd12.onmicrosoft.com,30
2026-08-10,42be54ec-3940-41dd-bd9b-7e83222aa3cc,,prj_Group Site-731100 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425108,27487790694400,Group,prj_groupsite-731100@7rkd12.onmicrosoft.com,30
2026-08-10,436559a8-6572-452e-8a01-7299fedd8309,,prj_Ada Team Site-100 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425397,27487790694400,Group,prj_adateamsite-100@7rkd12.onmicrosoft.com,30
2026-08-10,43bcaa02-eb31-4e7c-aa1f-7284733260ad,,prj_Ada Team Site-114 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425602,27487790694400,Group,prj_adateamsite-114@7rkd12.onmicrosoft.com,30
2026-08-10,447b1f1f-1638-420b-aec9-5dc978d713c8,,prj_Ada Team Site-062 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1424917,27487790694400,Group,prj_adateamsite-062@7rkd12.onmicrosoft.com,30
2026-08-10,447c39be-66f5-4d63-82a8-b5632de5da11,,prj_Ada Team Site-135 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425132,27487790694400,Group,prj_adateamsite-135@7rkd12.onmicrosoft.com,30
2026-08-10,44868e27-e94e-4883-89ad-83b02a42608c,,prj_Ada Team Site-180 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425535,27487790694400,Group,prj_adateamsite-180@7rkd12.onmicrosoft.com,30
2026-08-10,4815cad7-d1c4-4ac1-88b7-960115442103,,Project 1 Owners,False,2024-12-24,,True,None,APC,314,0,0,0,0,0,0,0,3247922,27487790694400,Group,Project1@7rkd12.onmicrosoft.com,30
2026-08-10,48590610-64b6-4032-bfd2-dde853fd22bc,,prj_Team Site-731024 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1412971,27487790694400,Group,prj_teamsite-731024@7rkd12.onmicrosoft.com,30
2026-08-10,4a1ceb90-6002-43fb-9000-b9f8282c91d0,,prj_Ada Team Site-174 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1424888,27487790694400,Group,prj_adateamsite-174@7rkd12.onmicrosoft.com,30
2026-08-10,4cb417c6-46ed-48f8-a0ee-f8fde5fec93d,,Test07081136 Owners,False,2026-07-08,,True,None,APC,1,0,0,0,0,0,0,0,1794676,27487790694400,Group,Test07081136@7rkd12.onmicrosoft.com,30
2026-08-10,50f16441-bc7d-443c-afa0-863cef78a97d,,prj_Ada Team Site-207 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425532,27487790694400,Group,prj_adateamsite-207@7rkd12.onmicrosoft.com,30
2026-08-10,515bcf25-93b2-437b-92a7-bb7551c604ef,,prj_Ada Team Site-143 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425383,27487790694400,Group,prj_adateamsite-143@7rkd12.onmicrosoft.com,30
2026-08-10,51b4bade-4c40-4cb4-91a6-b5025ab3395a,,prj_Team Site-731080 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1413515,27487790694400,Group,prj_teamsite-731080@7rkd12.onmicrosoft.com,30
2026-08-10,51e281a5-474d-4def-bce7-cf53d1bf214e,,prj_Group Site-731049 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425796,27487790694400,Group,prj_groupsite-731049@7rkd12.onmicrosoft.com,30
2026-08-10,51fd88c9-2291-4d8e-85c5-a27568353986,,prj_Ada2spaces Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425366,27487790694400,Group,prj_Ada2spaces@7rkd12.onmicrosoft.com,30
2026-08-10,523f592e-6274-4202-a054-5d79432ccc14,,displayname070 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425160,27487790694400,Group,alias070@7rkd12.onmicrosoft.com,30
2026-08-10,527d3a78-7520-43ab-be8e-a74acf83af08,,prj_Ada Team Site-094 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425106,27487790694400,Group,prj_adateamsite-094@7rkd12.onmicrosoft.com,30
2026-08-10,55c14b25-a3ed-4557-b39c-fe4fd9ee5276,,prj_Group Site-731087 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425064,27487790694400,Group,prj_groupsite-731087@7rkd12.onmicrosoft.com,30
2026-08-10,56ffef9f-085a-40a4-a977-e037e6bafcee,,prj_Team Site-731013 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1412875,27487790694400,Group,prj_teamsite-731013@7rkd12.onmicrosoft.com,30
2026-08-10,5a872d94-9a97-4a6d-808f-26bb8b0d4341,,MSFT Owners,False,,,True,None,APC,2,0,0,0,0,0,0,0,1532051,27487790694400,Group,MSFT@7rkd12.onmicrosoft.com,30
2026-08-10,5b02a4ac-4da6-4e6f-900a-6bbed0e035c3,,prj_Ada Team Site-117 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425451,27487790694400,Group,prj_adateamsite-117@7rkd12.onmicrosoft.com,30
2026-08-10,5b950a50-9068-4050-b5fe-eab28187adc3,,prj_Group Site-731046 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425047,27487790694400,Group,prj_groupsite-731046@7rkd12.onmicrosoft.com,30
2026-08-10,5bed3991-f185-4fdd-bd05-3718786dbb16,,prj_Ada Group Site-182 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425216,27487790694400,Group,prj_adagroupsite-182@7rkd12.onmicrosoft.com,30
2026-08-10,5db0fe10-022b-4ade-ab59-7db060ee8d4d,,prj_Ada Team Site-097 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425009,27487790694400,Group,prj_adateamsite-097@7rkd12.onmicrosoft.com,30
2026-08-10,5e62bd03-732f-4eac-a234-f1f15b7c63cc,,Retail Owners,False,2026-06-29,,True,None,APC,4,0,0,0,0,0,0,0,1723790,27487790694400,Group,Retail@7rkd12.onmicrosoft.com,30
2026-08-10,5fb32fe0-6007-490e-8ed1-3ec0668c2af4,,LeahTest Owners,False,2026-07-21,,True,None,APC,27,1,6,5,0,0,0,0,6179457,27487790694400,Group,LeahTest8116@7rkd12.onmicrosoft.com,30
2026-08-10,60479fc9-51bf-4151-8ae7-0cf80cf5e524,,Admin ADB,False,2025-04-08,,True,None,APC,10,0,0,0,0,0,0,0,2588761,27487790694400,Group,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,604b15b3-4d05-4f61-a083-ee4617a57f20,,prj_Ada Team Site-038 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425059,27487790694400,Group,prj_adateamsite-038@7rkd12.onmicrosoft.com,30
2026-08-10,60769d3a-b723-4cb2-b1da-51352a83d2fa,,ADB Test Owners,False,2026-07-08,,True,None,APC,57,0,0,0,0,0,0,0,48622035,27487790694400,Group,ADBTest@7rkd12.onmicrosoft.com,30
2026-08-10,609fdc5a-de30-4230-ba44-376a986d8fa4,,displayname2 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1646409,42949672960,Group,displayname2@7rkd12.onmicrosoft.com,30
2026-08-10,613105f9-2015-41aa-92f7-94dd04770ad5,,prj_Group Site-731019 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1413530,27487790694400,Group,prj_groupsite-731019@7rkd12.onmicrosoft.com,30
2026-08-10,64eb032f-0b77-4de3-aa82-3e61760eec8d,,prj_Ada Team Site-194 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425389,27487790694400,Group,prj_adateamsite-194@7rkd12.onmicrosoft.com,30
2026-08-10,6547c7d2-991c-413f-8e1f-45752892b6d5,,HR Owners,False,2025-11-12,,True,None,APC,3,0,0,0,0,0,0,0,1621884,27487790694400,Group,HR@7rkd12.onmicrosoft.com,30
2026-08-10,6700cc60-a435-46a1-9328-305cf9702e30,,Digital Initiative Public Relations Owners,False,2024-09-20,,True,None,APC,2,0,0,0,0,0,0,0,1531470,27487790694400,Group,DigitalInitiativePublicRelations@7rkd12.onmicrosoft.com,30
2026-08-10,67e3e2c7-1581-4982-9c34-acdb8d1862a0,,prj_Ada Team Site-211 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425024,27487790694400,Group,prj_adateamsite-211@7rkd12.onmicrosoft.com,30
2026-08-10,68549208-1201-4f10-a02b-19240fac22a0,,prj_Ada Team Site-107 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425022,27487790694400,Group,prj_adateamsite-107@7rkd12.onmicrosoft.com,30
2026-08-10,692d3896-8073-4cfe-8317-1d4265099e20,,prj_Team Site-731091 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1412860,27487790694400,Group,prj_teamsite-731091@7rkd12.onmicrosoft.com,30
2026-08-10,69d4ce54-60d1-43c5-be14-9d0f8a478cdb,,prj_Ada Team Site-220 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425563,27487790694400,Group,prj_adateamsite-220@7rkd12.onmicrosoft.com,30
2026-08-10,69e48d21-2d64-41cf-83bc-b888c177559f,,prj_Team Site-731038 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1412887,27487790694400,Group,prj_teamsite-731038@7rkd12.onmicrosoft.com,30
2026-08-10,6ab3f6a7-4c68-496b-96d8-91f5006d9e5b,,testa Owners,False,2026-04-24,,True,None,APC,5,0,0,0,0,0,0,0,2269818,27487790694400,Group,testa@7rkd12.onmicrosoft.com,30
2026-08-10,6b3a0c98-3bbd-4a10-8a0d-7516775e7d3f,,prj_Ada Team Site-216 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425641,27487790694400,Group,prj_adateamsite-216@7rkd12.onmicrosoft.com,30
2026-08-10,6cdd5e98-19a9-4bd0-b4cd-4a55ef0584b3,,adagroup-004-displayname Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425089,27487790694400,Group,adagroup-004@7rkd12.onmicrosoft.com,30
2026-08-10,6d4c7d00-0cb0-4c6c-9d8b-bb0b88d551ad,,Lea-Teamsite Owners,False,2025-09-04,,True,None,APC,1,0,0,0,0,0,0,0,1543724,27487790694400,Group,Lea-Teamsite@7rkd12.onmicrosoft.com,30
2026-08-10,6dfdc1a5-83df-4c3e-9d8c-1b72a2d39f8a,,prj_Ada Team Site-228 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1425220,27487790694400,Group,prj_adateamsite-228@7rkd12.onmicrosoft.com,30
2026-08-10,6ffb7c31-dc37-4c86-9de0-2c9753c3a5e2,,prj_Group Site-731027 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1413084,27487790694400,Group,prj_groupsite-731027@7rkd12.onmicrosoft.com,30
2026-08-10,703ee579-29c0-4cea-b870-e94601f5b562,,prj_Team Site-731053 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1413534,27487790694400,Group,prj_teamsite-731053@7rkd12.onmicrosoft.com,30
2026-08-10,707776e2-91cd-4867-ad09-6bb052eaf409,,prj_Ada Team Site-234 Owners,False,,,True,None,APC,0,0,0,0,0,0,0,0,1424948,27487790694400,Group,prj_adateamsite-234@7rkd12.onmicrosoft.com,30
2026-08-10,71602d34-743f-4701-8b5f-23b7fb5cf4bf,,groups-test Owners,False,2026-07-08,,True,None,APC,1,0,0,0,0,0,0,0,1855351,27487790694400,Group,groups-test@7rkd12.onmicrosoft.com,30
